date,lab_id,equipment_id,equipment_type,max_capacity_hrs,utilization_hrs,utilization_pct,idle_hrs,technical_downtime_hrs,planned_maintenance_hrs,workflow_delay_events,avg_delay_minutes,primary_procedure,redundancy_available,total_cases_day_lab
02-11-2023,Lab_CHN_02,MIC_X2,Microscope,18,12.33,0.68,5.67,0,0,0,0,Embryo_Assessment,TRUE,9
15-06-2023,Lab_CHN_01,INC_B1,incubator,18,17.45,0.97,0.55,0,0,1,29.2,IVF,TRUE,10
12-10-2024,Lab_CHN_01,MIC_X1,Microscope,10,4,0.4,6,0,0,1,74,ICSI,TRUE,2
26-01-2024,Lab_CHN_01,INC_B1,incubator,18,11.51,0.64,6.49,0,0,0,0,IVF,TRUE,10
18-01-2023,Lab_CHN_01,MIC_X2,Microscope,18,12.42,0.69,5.58,0,0,0,0,Fertilization_Check,TRUE,8
21-01-2023,Lab_CHN_02,MIC_X1,Microscope,10,4.28,0.43,5.72,0,0,0,0,Embryo_Assessment,TRUE,4
07-07-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,15.58,0.87,2.42,0,0,0,0,ICSI,TRUE,14
23-02-2024,Lab_CHN_01,MIC_X2,Microscope,18,5.54,0.31,12.46,0,0,0,0,ICSI,TRUE,9
24-04-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,15.65,0.87,2.35,0,0,0,0,Fertilization_Check,TRUE,13
13-08-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,8.68,0.48,9.32,0,0,1,48.9,Fertilization_Check,FALSE,11
23-11-2024,Lab_CHN_01,MIC_X2,Microscope,10,7.04,0.7,2.96,0,0,0,0,Embryo_Assessment,TRUE,5
25-05-2023,Lab_CHN_01,INC_B1,Incubator,18,9.1,0.51,8.9,0,0,0,0,IVF,TRUE,14
20-09-2023,Lab_CHN_01,INC_A2,incubator,18,12.83,0.71,5.17,0,0,0,0,Fertilization_Check,TRUE,17
28-02-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,7.02,0.39,10.98,0,0,3,33.3,IVF,TRUE,7
30-06-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,3.53,0.35,6.47,0,0,0,0,ICSI,FALSE,5
25-03-2023,Lab_CHN_02,INC_B1,Incubator,10,6,0.6,4,0,0,0,0,ICSI,TRUE,6
13-10-2023,Lab_CHN_01,INC_A2,incubator,18,15.03,0.84,2.97,0,0,0,0,IVF,TRUE,6
03-04-2023,Lab_CHN_02,MIC_X1,Microscope,18,11.26,0.63,6.74,0,0,0,0,Fertilization_Check,TRUE,14
14-09-2024,Lab_CHN_02,INC_A1,Incubator,10,5.53,0.55,4.47,0,0,0,0,Embryo_Assessment,TRUE,0
25-02-2024,Lab_CHN_01,MIC_X2,Microscope,10,3.56,0.36,6.44,0,0,0,0,ICSI,TRUE,6
22-10-2023,Lab_CHN_01,INC_A2,Incubator,10,5.87,0.59,4.13,0,0,0,0,Embryo_Assessment,TRUE,8
02-06-2024,Lab_CHN_02,MIC_X2,Microscope,10,4.55,0.45,5.45,0,0,0,0,IVF,TRUE,7
04-08-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.52,0.45,5.48,0,0,0,0,IVF,TRUE,4
17-01-2023,Lab_CHN_02,INC_A1,incubator,18,17.64,0.98,0.36,0,0,0,0,ICSI,TRUE,5
27-09-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,5.58,0.31,10.93,0,1.49,0,0,Embryo_Assessment,TRUE,13
30-04-2024,Lab_CHN_01,INC_A2,incubator,18,15.3,0.85,2.7,0,0,0,0,Fertilization_Check,FALSE,9
09-01-2023,Lab_CHN_01,MIC_X2,Microscope,18,6.96,0.39,11.04,0,0,0,0,Fertilization_Check,TRUE,5
17-09-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,5.18,0.52,4.82,0,0,0,0,Fertilization_Check,FALSE,3
26-01-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,13.37,0.74,4.63,0,0,0,0,ICSI,FALSE,9
15-02-2023,Lab_CHN_01,MIC_X1,Microscope,18,16.2,0.9,1.8,0,0,0,0,IVF,TRUE,13
08-04-2023,Lab_CHN_02,MIC_X2,Microscope,10,3.86,0.39,4.79,1.35,0,0,0,ICSI,TRUE,6
01-10-2024,Lab_CHN_01,MIC_X1,Microscope,18,12.86,0.71,5.14,-0.5,0,1,57.3,ICSI,TRUE,6
24-09-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,15.55,0.86,2.45,0,0,0,0,IVF,TRUE,7
21-08-2024,Lab_CHN_02,INC_A2,Incubator,18,12.31,0.68,5.69,0,0,0,0,Fertilization_Check,FALSE,11
16-11-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,13.15,0.73,4.85,0,0,0,0,Embryo_Assessment,TRUE,9
11-03-2023,Lab_CHN_01,MIC_X1,Microscope,10,5.71,0.57,4.29,0,0,1,25.3,ICSI,TRUE,2
03-10-2024,Lab_CHN_01,INC_A2,Incubator,18,11.9,0.66,6.1,0,0,1,87.2,ICSI,TRUE,11
08-09-2023,Lab_CHN_02,INC_A2,Incubator,18,13.89,0.77,4.11,0,0,0,0,ICSI,FALSE,11
16-08-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,13.59,0.76,4.41,0,0,0,0,ICSI,FALSE,12
16-01-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,10.58,0.59,7.42,0,0,0,0,ICSI,TRUE,8
27-09-2024,Lab_CHN_01,INC_B1,Incubator,18,8.66,0.48,9.34,0,0,0,0,ICSI,FALSE,10
05-01-2023,Lab_CHN_01,MIC_X1,Microscope,18,14.65,0.81,3.35,0,0,0,0,Embryo_Assessment,TRUE,11
15-04-2024,Lab_CHN_02,INC_A1,incubator,18,13.16,0.73,4.84,0,0,0,0,Embryo_Assessment,FALSE,12
05-01-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,9.8,0.54,8.2,0,0,1,93.7,ICSI,FALSE,13
29-12-2024,Lab_CHN_02,MIC_X1,Microscope,10,4.93,0.49,5.07,0,0,0,0,IVF,TRUE,6
13-01-2024,Lab_CHN_02,INC_A1,incubator,10,6.18,0.62,3.82,0,0,2,112.4,Embryo_Assessment,TRUE,1
18-01-2024,Lab_CHN_02,INC_B1,incubator,18,9.76,0.54,8.24,0,0,2,111.7,IVF,TRUE,13
05-01-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,6.89,0.38,11.11,0,0,0,0,IVF,TRUE,7
11-04-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,14.66,0.81,3.34,0,0,1,23.9,Embryo_Assessment,TRUE,11
12-11-2024,Lab_CHN_01,INC_A2,incubator,18,9.04,0.5,8.96,0,0,0,0,IVF,TRUE,12
21-03-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,4.5,0.25,13.5,0,0,0,0,Fertilization_Check,FALSE,11
25-10-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,8.81,0.49,4.45,0,4.74,0,0,IVF,FALSE,14
22-04-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,9.41,0.52,8.59,0,0,0,0,IVF,TRUE,9
18-07-2024,Lab_CHN_01,MIC_X1,Microscope,18,7.04,0.39,10.96,0,0,0,0,Fertilization_Check,TRUE,11
17-02-2024,Lab_CHN_01,MIC_X1,Microscope,10,5.6,0.56,4.4,0,0,0,0,Fertilization_Check,TRUE,5
12-12-2023,Lab_CHN_01,MIC_X2,Microscope,18,11.62,0.65,6.38,0,0,0,0,Fertilization_Check,TRUE,8
20-04-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,5.95,0.6,4.05,0,0,1,116,Fertilization_Check,TRUE,1
09-12-2024,Lab_CHN_02,MIC_X1,Microscope,18,7.09,0.39,10.91,0,0,0,0,IVF,TRUE,7
04-05-2024,Lab_CHN_01,INC_A1,Incubator,10,4.04,0.4,5.96,0,0,0,0,IVF,FALSE,4
22-05-2023,Lab_CHN_02,MIC_X1,Microscope,18,4.09,0.23,13.91,0,0,0,0,ICSI,TRUE,5
10-03-2023,Lab_CHN_02,MIC_X2,Microscope,18,10.38,0.58,7.62,0,0,0,0,ICSI,TRUE,8
18-04-2023,Lab_CHN_01,INC_B1,Incubator,18,7.36,0.41,10.64,0,0,0,0,ICSI,FALSE,16
07-09-2023,Lab_CHN_01,MIC_X1,Microscope,18,9.18,0.51,8.82,0,0,0,0,ICSI,TRUE,15
13-03-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,14,0.78,4,0,0,0,0,Embryo_Assessment,TRUE,10
14-12-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,6.97,0.39,11.03,0,0,0,0,Fertilization_Check,TRUE,15
13-02-2024,Lab_CHN_02,INC_B1,incubator,18,7.59,0.42,10.41,0,0,1,112.8,ICSI,TRUE,6
24-02-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,7.22,0.72,2.78,0,0,2,53.6,Embryo_Assessment,FALSE,3
31-08-2024,Lab_CHN_02,INC_A2,incubator,10,8.16,0.82,,0,0,1,94.1,ICSI,TRUE,2
21-02-2023,Lab_CHN_01,MIC_X2,Microscope,18,9.46,0.53,8.54,0,0,0,0,IVF,TRUE,10
21-05-2023,Lab_CHN_01,MIC_X2,Microscope,10,4.93,0.49,5.07,0,0,0,0,ICSI,TRUE,4
06-08-2024,Lab_CHN_01,MIC_X1,Microscope,18,7.93,0.44,10.07,0,0,0,0,ICSI,TRUE,16
03-07-2024,Lab_CHN_01,MIC_X2,Microscope,18,14.2,0.79,3.8,0,0,0,0,IVF,TRUE,6
19-07-2023,Lab_CHN_02,MIC_X2,Microscope,18,7.13,0.4,10.87,0,0,0,0,Fertilization_Check,TRUE,9
21-01-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,6.28,0.63,3.72,0,0,0,0,ICSI,FALSE,4
04-12-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,,0.72,4.99,0,0,0,0,Fertilization_Check,TRUE,8
20-11-2023,Lab_CHN_02,INC_A2,Incubator,18,16.39,0.91,1.61,0,0,0,0,ICSI,TRUE,15
10-01-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,15.88,0.88,2.12,0,0,0,0,IVF,TRUE,8
15-03-2024,Lab_CHN_02,MIC_X1,Microscope,18,7.61,0.42,10.39,0,0,0,0,Embryo_Assessment,TRUE,13
02-06-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,7.54,0.42,,0,0,0,0,Fertilization_Check,FALSE,12
28-12-2024,Lab_CHN_02,MIC_X2,Microscope,10,2.02,0.2,7.98,0,0,2,55,Fertilization_Check,TRUE,5
21-10-2024,Lab_CHN_02,INC_B1,Incubator,18,11.69,0.65,6.31,0,0,0,0,ICSI,FALSE,14
04-01-2024,Lab_CHN_02,INC_A2,Incubator,18,9.96,0.55,8.04,0,0,0,0,Embryo_Assessment,FALSE,15
30-03-2023,Lab_CHN_02,MIC_X1,Microscope,18,15.09,0.84,2.91,0,0,0,0,Embryo_Assessment,TRUE,11
15-09-2023,Lab_CHN_01,INC_A2,incubator,18,10.12,0.56,7.88,0,0,1,82.7,IVF,TRUE,8
06-01-2024,Lab_CHN_02,MIC_X1,Microscope,10,2.8,0.28,7.2,0,0,0,0,IVF,TRUE,5
15-10-2024,Lab_CHN_02,INC_A2,incubator,18,12.94,0.72,5.06,0,0,0,0,Fertilization_Check,TRUE,14
19-09-2024,Lab_CHN_01,INC_A1,Incubator,18,14.06,0.78,3.94,0,0,0,0,IVF,TRUE,8
30-05-2024,Lab_CHN_02,INC_B1,Incubator,18,6.92,0.38,11.08,0,0,1,20.5,IVF,FALSE,13
09-03-2023,Lab_CHN_01,MIC_X1,Microscope,18,11.77,0.65,6.23,0,0,0,0,Fertilization_Check,TRUE,11
24-12-2023,Lab_CHN_02,INC_A1,Incubator,10,7.69,0.77,2.31,0,0,0,0,Fertilization_Check,FALSE,5
26-04-2023,Lab_CHN_01,INC_A2,Incubator,18,8.37,0.46,5.89,0,3.74,0,0,IVF,TRUE,8
14-08-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,12.37,0.69,5.63,0,0,1,98.3,Embryo_Assessment,TRUE,9
06-05-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,4,0.4,6,0,0,1,58.2,IVF,TRUE,5
02-03-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,10,4.45,0.44,5.55,0,0,2,21.3,Embryo_Assessment,TRUE,4
18-03-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.99,0.5,5.01,0,0,1,50.5,IVF,TRUE,5
06-08-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,3.17,0.32,6.83,0,0,0,0,IVF,FALSE,7
11-03-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,6.07,0.61,3.93,0,0,1,100,Fertilization_Check,TRUE,3
05-06-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,12.5,0.69,5.5,0,0,2,18.4,IVF,FALSE,7
26-03-2024,Lab_CHN_01,INC_A1,incubator,18,,0.68,5.79,0,0,0,0,Fertilization_Check,FALSE,15
14-09-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,9.94,0.55,8.06,0,0,0,0,Fertilization_Check,FALSE,12
19-10-2024,Lab_CHN_02,INC_A2,incubator,10,7.42,0.74,2.58,-0.5,0,0,0,Fertilization_Check,TRUE,6
14-09-2023,Lab_CHN_01,MIC_X2,Microscope,18,7.2,0.4,10.8,0,0,0,0,Embryo_Assessment,TRUE,12
11-04-2024,Lab_CHN_02,MIC_X1,Microscope,18,2.73,0.15,15.27,0,0,0,0,Embryo_Assessment,TRUE,6
29-08-2024,Lab_CHN_01,MIC_X2,Microscope,18,7.38,0.41,10.62,0,0,0,0,Embryo_Assessment,TRUE,10
05-04-2023,Lab_CHN_01,INC_B1,incubator,18,9.9,0.55,8.1,0,0,0,0,ICSI,TRUE,6
29-04-2024,Lab_CHN_02,INC_B1,incubator,18,11.69,0.65,6.31,0,0,0,0,Embryo_Assessment,TRUE,7
20-01-2024,Lab_CHN_02,MIC_X1,Microscope,10,4.29,0.43,5.71,0,0,0,0,Fertilization_Check,TRUE,3
19-09-2024,Lab_CHN_01,MIC_X1,Microscope,18,6.62,0.37,11.38,0,0,1,67.9,IVF,TRUE,6
26-12-2023,Lab_CHN_01,INC_B1,incubator,18,13.34,0.74,4.66,0,0,0,0,Embryo_Assessment,FALSE,8
16-01-2023,Lab_CHN_02,INC_B1,incubator,18,9.68,0.54,8.32,0,0,0,0,ICSI,TRUE,10
11-05-2023,Lab_CHN_02,INC_B1,Incubator,18,10.4,0.58,7.6,0,0,0,0,Embryo_Assessment,FALSE,10
16-02-2024,Lab_CHN_01,INC_A1,Incubator,18,11.64,0.65,6.36,0,0,1,73,Embryo_Assessment,TRUE,9
30-07-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,8.59,0.48,9.41,0,0,0,0,Embryo_Assessment,TRUE,12
17-03-2024,Lab_CHN_01,MIC_X1,Microscope,10,3.51,0.35,6.49,0,0,0,0,Embryo_Assessment,TRUE,5
21-07-2023,Lab_CHN_01,MIC_X2,Microscope,18,,0.75,4.44,0,0,0,0,Embryo_Assessment,TRUE,9
18-02-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,5.18,0.52,4.82,0,0,0,0,Embryo_Assessment,TRUE,5
29-03-2024,Lab_CHN_02,INC_B1,incubator,18,15.36,0.85,2.64,0,0,1,102.8,Embryo_Assessment,TRUE,5
20-03-2024,Lab_CHN_01,INC_B1,Incubator,18,12.18,0.68,5.82,0,0,0,0,Embryo_Assessment,TRUE,11
26-03-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,10,6.83,0.68,3.17,0,0,0,0,Embryo_Assessment,TRUE,3
23-10-2024,Lab_CHN_01,INC_B1,incubator,18,9.36,0.52,8.64,0,0,0,0,Fertilization_Check,TRUE,12
05-01-2024,Lab_CHN_02,INC_B1,incubator,18,,,4.76,0,0,0,0,Embryo_Assessment,TRUE,8
16-03-2024,Lab_CHN_02,MIC_X1,Microscope,10,6.3,0.63,3.7,0,0,0,0,Embryo_Assessment,TRUE,2
23-08-2024,Lab_CHN_01,MIC_X1,Microscope,18,13.83,0.77,4.17,0,0,0,0,Fertilization_Check,TRUE,13
01-05-2024,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,11.77,0.65,6.23,0,0,2,38.4,Embryo_Assessment,TRUE,9
21-01-2024,Lab_CHN_02,MIC_X1,Microscope,10,2.06,0.21,7.94,0,0,0,0,IVF,TRUE,4
02-06-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,10.23,0.57,7.77,0,0,1,111.5,Embryo_Assessment,FALSE,11
05-03-2023,Lab_CHN_02,MIC_X1,Microscope,10,7.8,0.78,2.2,0,0,0,0,Fertilization_Check,TRUE,4
05-01-2024,Lab_CHN_01,INC_B1,incubator,18,13.19,0.73,4.81,0,0,0,0,IVF,FALSE,8
30-06-2024,Lab_CHN_01,MIC_X2,Microscope,10,5.65,0.57,4.35,0,0,0,0,ICSI,TRUE,2
17-04-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,10.24,0.57,7.76,0,0,0,0,ICSI,TRUE,15
22-11-2024,Lab_CHN_01,INC_B1,Incubator,18,11.33,0.63,6.67,0,0,1,56.9,IVF,FALSE,6
03-03-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,10.5,0.58,7.5,0,0,0,0,Fertilization_Check,TRUE,14
28-02-2024,Lab_CHN_01,INC_A2,Incubator,18,11.25,0.62,6.75,0,0,0,0,Fertilization_Check,TRUE,19
03-03-2024,Lab_CHN_02,MIC_X2,Microscope,10,6.89,0.69,3.11,0,0,0,0,IVF,TRUE,1
20-12-2024,Lab_CHN_02,INC_B1,Incubator,18,8.18,0.45,9.82,0,0,0,0,Embryo_Assessment,FALSE,9
23-09-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,4.89,0.49,5.11,0,0,0,0,IVF,FALSE,3
29-01-2024,Lab_CHN_02,MIC_X2,Microscope,18,2.7,0.15,15.3,0,0,0,0,IVF,TRUE,6
03-07-2023,Lab_CHN_02,INC_A1,incubator,18,16.45,0.91,1.55,0,0,0,0,Embryo_Assessment,TRUE,14
30-08-2023,Lab_CHN_02,INC_B1,incubator,18,10.41,0.58,7.59,0,0,0,0,IVF,FALSE,14
04-11-2023,Lab_CHN_01,MIC_X2,Microscope,10,4,0.4,6,-0.5,0,0,0,ICSI,TRUE,3
31-05-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,11.08,0.62,6.92,0,0,1,101.4,Embryo_Assessment,FALSE,13
18-09-2024,Lab_CHN_01,MIC_X2,Microscope,18,16.2,0.9,1.8,0,0,0,0,IVF,TRUE,14
03-08-2023,Lab_CHN_02,INC_B1,Incubator,18,11.64,0.65,6.36,0,0,0,0,Embryo_Assessment,TRUE,7
09-11-2023,Lab_CHN_01,MIC_X2,Microscope,18,11.63,0.65,6.37,0,0,0,0,Embryo_Assessment,TRUE,10
10-01-2024,Lab_CHN_02,INC_A1,Incubator,18,12.66,0.7,3.13,0,2.21,1,71.4,IVF,FALSE,6
05-08-2024,Lab_CHN_01,MIC_X1,Microscope,18,12.01,0.67,5.99,0,0,0,0,IVF,TRUE,10
25-09-2023,Lab_CHN_01,INC_A1,incubator,18,11.44,0.64,6.56,0,0,0,0,Fertilization_Check,FALSE,12
26-08-2024,Lab_CHN_01,INC_A1,Incubator,18,13.58,0.75,4.42,0,0,0,0,ICSI,TRUE,17
15-12-2024,Lab_CHN_02,MIC_X1,Microscope,10,5.42,0.54,4.58,0,0,0,0,Fertilization_Check,TRUE,5
08-05-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,8.38,0.47,9.62,0,0,0,0,Fertilization_Check,TRUE,8
06-03-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,10.24,0.57,7.76,0,0,0,0,Embryo_Assessment,FALSE,13
15-12-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,5.56,0.31,9.92,2.52,0,0,0,IVF,TRUE,13
14-10-2024,Lab_CHN_02,MIC_X1,Microscope,18,1.45,0.08,15.3,0,1.25,1,29.5,IVF,TRUE,17
01-10-2024,Lab_CHN_02,MIC_X1,Microscope,18,12.14,0.67,3.35,2.51,0,0,0,IVF,TRUE,8
04-11-2023,Lab_CHN_01,INC_B1,incubator,10,7.97,0.8,2.03,0,0,0,0,Embryo_Assessment,TRUE,5
09-04-2024,Lab_CHN_01,INC_B1,incubator,18,12.98,0.72,5.02,0,0,0,0,Embryo_Assessment,TRUE,11
07-08-2024,Lab_CHN_02,INC_A1,incubator,18,11.05,0.61,6.95,0,0,0,0,Embryo_Assessment,FALSE,14
26-03-2023,Lab_CHN_01,MIC_X1,Microscope,10,1.52,0.15,8.48,0,0,0,0,ICSI,TRUE,7
09-11-2023,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,9.15,0.51,8.85,0,0,1,65,Embryo_Assessment,TRUE,8
13-04-2023,Lab_CHN_01,INC_B1,Incubator,18,8.47,0.47,4.59,0,4.94,2,51.2,Embryo_Assessment,TRUE,13
02-06-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,12.52,0.7,5.48,0,0,0,0,Fertilization_Check,FALSE,12
13-08-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,10,3.25,0.32,6.75,0,0,0,0,Fertilization_Check,TRUE,1
19-01-2024,Lab_CHN_01,MIC_X2,Microscope,18,8.63,0.48,9.37,0,0,0,0,Embryo_Assessment,TRUE,9
16-03-2024,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.28,0.43,5.72,0,0,1,31.7,IVF,TRUE,4
17-10-2023,Lab_CHN_02,MIC_X1,Microscope,18,,0.67,5.87,0,0,0,0,ICSI,TRUE,11
25-04-2024,Lab_CHN_02,MIC_X2,Microscope,18,9.7,0.54,8.3,0,0,0,0,IVF,TRUE,6
09-02-2023,Lab_CHN_01,ICSI_01,ICSI_Workstation,18,11.71,0.65,6.29,0,0,0,0,Embryo_Assessment,FALSE,9
11-07-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,12.67,0.7,5.33,0,0,0,0,IVF,FALSE,9
01-04-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,18,11.24,0.62,6.76,0,0,1,49.4,Fertilization_Check,TRUE,13
28-05-2024,Lab_CHN_02,INC_A1,Incubator,18,15.2,0.84,2.8,0,0,0,0,IVF,TRUE,13
02-11-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,8.19,0.82,1.81,0,0,0,0,ICSI,FALSE,3
03-03-2023,Lab_CHN_02,MIC_X1,Microscope,18,10.83,0.6,7.17,0,0,0,0,Fertilization_Check,TRUE,13
11-08-2023,Lab_CHN_02,INC_A2,incubator,18,11.86,0.66,6.14,0,0,0,0,Embryo_Assessment,TRUE,9
12-04-2024,Lab_CHN_01,MIC_X2,Microscope,18,9.43,0.52,4.68,3.89,0,1,65.5,Embryo_Assessment,TRUE,12
03-02-2024,Lab_CHN_02,MIC_X2,Microscope,10,6.06,0.61,3.94,0,0,0,0,IVF,TRUE,2
06-07-2024,Lab_CHN_02,MIC_X1,Microscope,10,4.63,0.46,5.37,0,0,0,0,Fertilization_Check,TRUE,6
09-04-2024,Lab_CHN_01,MIC_X1,Microscope,18,4.53,0.25,13.47,0,0,0,0,ICSI,TRUE,12
31-08-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,7.31,0.41,10.69,0,0,0,0,IVF,FALSE,7
20-11-2024,Lab_CHN_02,INC_A2,incubator,18,13.97,0.78,4.03,0,0,2,20,Embryo_Assessment,FALSE,9
04-11-2024,Lab_CHN_02,INC_B1,Incubator,18,11.29,0.63,6.71,0,0,0,0,Embryo_Assessment,TRUE,4
15-02-2024,Lab_CHN_01,MIC_X2,Microscope,18,8.52,0.47,9.48,0,0,0,0,ICSI,TRUE,7
30-08-2023,Lab_CHN_01,INC_B1,Incubator,18,15.65,0.87,2.35,0,0,0,0,IVF,TRUE,13
26-01-2024,Lab_CHN_02,INC_A2,Incubator,18,9.64,0.54,8.36,0,0,0,0,Fertilization_Check,FALSE,11
13-07-2023,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,14.69,0.82,3.31,0,0,1,67.5,Fertilization_Check,FALSE,8
04-09-2023,Lab_CHN_02,MIC_X1,Microscope,18,11.1,0.62,6.9,0,0,0,0,ICSI,TRUE,9
17-12-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,10,4.64,0.46,5.36,0,0,0,0,IVF,TRUE,5
09-10-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,4.76,0.26,8.3,0,4.94,0,0,ICSI,TRUE,10
21-02-2024,Lab_CHN_02,MIC_X2,Microscope,18,9.22,0.51,8.78,0,0,0,0,IVF,TRUE,17
13-06-2024,Lab_CHN_01,INC_B1,incubator,18,15.96,0.89,2.04,0,0,0,0,Fertilization_Check,TRUE,5
04-01-2023,Lab_CHN_01,INC_A2,Incubator,18,14.22,0.79,3.78,0,0,0,0,Embryo_Assessment,TRUE,4
08-08-2024,Lab_CHN_02,ICSI_01,ICSI_Workstation,18,13.03,0.72,4.97,0,0,2,58.3,Embryo_Assessment,TRUE,10
23-09-2023,Lab_CHN_02,INC_A1,Incubator,10,7.92,0.79,2.08,0,0,0,0,ICSI,FALSE,3
25-08-2024,Lab_CHN_02,INC_A2,Incubator,10,0,0,7,0,4.68,0,0,Fertilization_Check,TRUE,5
07-12-2024,Lab_CHN_01,INC_A1,Incubator,10,7.21,0.72,2.79,0,0,0,0,Fertilization_Check,TRUE,5
30-12-2024,Lab_CHN_01,INC_B1,incubator,18,14.62,0.81,3.38,0,0,1,57.1,Embryo_Assessment,TRUE,15
26-03-2023,Lab_CHN_02,INC_B1,incubator,10,8.74,0.87,1.26,0,0,2,93.2,IVF,TRUE,7
17-06-2024,Lab_CHN_01,MIC_X2,Microscope,18,10.45,0.58,7.55,0,0,0,0,IVF,TRUE,3
28-11-2024,Lab_CHN_01,MIC_X1,Microscope,18,12.54,0.7,5.46,0,0,0,0,ICSI,TRUE,14
16-04-2023,Lab_CHN_01,MIC_X2,Microscope,10,3.98,0.4,6.02,0,0,0,0,Fertilization_Check,TRUE,2
11-05-2024,Lab_CHN_02,INC_A1,incubator,10,7.98,0.8,2.02,0,0,0,0,Fertilization_Check,TRUE,2
07-12-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,5.13,0.51,4.87,0,0,1,78.8,IVF,TRUE,5
15-05-2024,Lab_CHN_02,MIC_X2,Microscope,18,3.31,0.18,14.69,0,0,0,0,Fertilization_Check,TRUE,15
16-11-2024,Lab_CHN_02,ICSI_02,ICSI_Workstation,10,4.96,0.5,5.04,0,0,1,80.4,IVF,FALSE,6
07-03-2023,Lab_CHN_01,ICSI_02,ICSI_Workstation,18,15.8,0.88,2.2,0,0,0,0,Embryo_Assessment,FALSE,10
27-12-2024,Lab_CHN_02,INC_A2,incubator,18,13.02,0.72,4.98,0,0,0,0,Embryo_Assessment,TRUE,7
06-01-2023,Lab_CHN_01,INC_A2,incubator,18,12.22,0.68,5.78,0,0,0,0,IVF,TRUE,14
28-05-2023,Lab_CHN_02,INC_B1,Incubator,10,7.94,0.79,2.06,0,0,1,42,IVF,TRUE,3
06-01-2023,Lab_CHN_02,INC_B1,Incubator,18,10.06,0.56,7.94,0,0,0,0,ICSI,TRUE,12
26-09-2023,Lab_CHN_02,INC_A2,incubator,18,8.39,0.47,9.61,0,0,0,0,ICSI,FALSE,14
